@relation 'World Happiness Report 2024-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-R3-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 'Life Ladder' numeric
@attribute 'Log GDP per capita' numeric
@attribute 'Social support' numeric
@attribute 'Healthy life expectancy at birth' numeric
@attribute 'Freedom to make life choices' numeric
@attribute Generosity numeric
@attribute 'Perceptions of corruption' numeric
@attribute 'Positive affect' numeric
@attribute 'Negative affect' numeric
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
0.624119,0.565721,0.593009,0.809959,0.89298,0.422396,0.726365,0.70997,0.40577,no,no
0.508816,0.734357,0.864522,0.830583,0.545011,0.099892,0.951241,0.583739,0.243464,no,no
0.502504,0.751099,0.799987,0.835003,0.623448,0.160024,0.937428,0.589149,0.26393,no,no
0.573508,0.747437,0.826214,0.839423,0.53088,0.124897,0.939933,0.644018,0.212533,no,no
0.502791,0.7251,0.762353,0.843842,0.275822,0.14694,0.956559,0.508158,0.256427,no,no
0.547006,0.728166,0.800691,0.852681,0.444145,0.320596,0.948295,0.54497,0.223487,no,no
0.570488,0.741251,0.820651,0.857101,0.443283,0.284644,0.906868,0.580747,0.240391,no,no
0.562287,0.746226,0.79803,0.86152,0.531403,0.251014,0.845242,0.604159,0.232712,no,no
0.660146,0.750822,0.86025,0.86594,0.584444,0.279804,0.810576,0.604133,0.230348,no,no
0.682629,0.758353,0.857769,0.87036,0.565603,0.246286,0.815547,0.539783,0.233818,no,no
0.691512,0.763646,0.907434,0.871833,0.603795,0.169868,0.878031,0.573865,0.239038,no,no
0.697059,0.770387,0.878486,0.873306,0.622584,0.172011,0.804976,0.547706,0.239633,no,no
0.68568,0.77802,0.902431,0.874779,0.50194,0.1165,0.805578,0.484839,0.175498,no,no
0.695862,0.783277,0.931708,0.876252,0.620489,0.133937,0.795324,0.508612,0.207274,no,no
0.73434,0.780795,0.921843,0.877725,0.781912,0.244412,0.815992,0.701983,0.191115,no,no
0.752756,0.788645,0.95619,0.879199,0.775525,0.226738,0.848377,0.762775,0.165951,no,no
0.70849,0.791923,0.921945,0.880672,0.777909,0.343848,0.853339,0.642726,0.12543,no,no
0.74423,0.793777,0.92706,0.882145,0.775848,0.383441,0.806542,0.698617,0.279738,no,no
0.624842,0.657791,0.748309,0.860047,0.627453,0.326857,0.959814,0.538171,0.336756,no,no
0.500445,0.657623,0.823228,0.860931,0.583837,0.387909,0.91423,0.457597,0.381086,no,no
0.4918,0.68054,0.644346,0.862699,0.390766,0.356747,0.940353,0.420719,0.454578,no,no
0.582506,0.694283,0.669447,0.863583,0.576623,0.391663,0.951216,0.415599,0.512262,no,no
0.556666,0.705301,0.649704,0.864467,0.593673,0.392415,0.963913,0.3953,0.415643,no,no
0.579771,0.70511,0.66484,0.865351,0.566545,0.325119,0.923303,0.464791,0.381811,no,no
0.488492,0.704988,0.638094,0.866235,0.518349,0.311474,0.865519,0.37367,0.411866,no,no
0.549451,0.696092,0.63232,0.867118,0.563589,0.315122,0.934132,0.379606,0.525205,no,no
0.586517,0.683865,0.698833,0.868002,0.56668,0.309987,0.953677,0.490473,0.296656,no,no
0.577455,0.681417,0.676423,0.868886,0.486801,0.389957,0.900512,0.490391,0.257001,no,no
0.592112,0.687532,0.789946,0.869991,0.566877,0.346821,0.86271,0.473764,0.290597,no,no
0.574787,0.692922,0.722364,0.871096,0.497113,0.242513,0.923478,0.412349,0.258602,no,no
0.576745,0.6941,0.791915,0.872201,0.500385,0.248644,0.919178,0.335208,0.302245,no,no
0.407107,0.68713,0.840112,0.873306,0.288951,0.232574,0.902054,0.182619,0.662154,no,no
0.200735,0.651351,0.419407,0.874411,0.42715,0.193316,0.895263,0.246009,0.641733,no,no
0.133212,0.641578,0.366946,0.875516,0.256839,0.16914,0.917732,0.120052,0.78212,no,no
0.15898,0.639353,0.403505,0.876621,0.292352,0.201552,0.894228,0.168331,0.558277,no,no
0.34235,0.641517,0.602572,0.877725,0.357924,0.228282,0.907332,0.275636,0.486543,no,no
0.536721,0.367274,0.784939,0.512669,0.515221,0.237658,0.772592,0.8162,0.140343,no,no
0.375046,0.385417,0.750655,0.523424,0.66218,0.230586,0.746432,0.718127,0.301593,no,no
0.373131,0.378216,0.711785,0.532999,0.697873,0.187842,0.803374,0.74805,0.277503,no,no
0.331051,0.370466,0.739651,0.552151,0.644771,0.204524,0.927934,0.749596,0.306646,no,no
0.282723,0.358782,0.594564,0.580878,0.635245,0.228207,0.82254,0.752936,0.330114,no,no
0.359194,0.268694,0.481494,0.664997,0.742622,0.434039,0.781093,0.597121,0.567133,no,no
0.436365,0.273289,0.514375,0.666176,0.655036,0.289863,0.848527,0.638734,0.286879,no,no
0.432612,0.281476,0.788909,0.668533,0.78045,0.28521,0.826126,0.525003,0.21572,no,no
0.488322,0.30244,0.632417,0.673247,0.478479,0.29354,0.87943,0.548508,0.579112,no,no
0.210803,0.2991,0.539368,0.674425,0.585472,0.262758,0.914982,0.483321,0.491679,no,no
0.307734,0.293278,0.545887,0.683265,0.707083,0.353367,0.9135,0.633717,0.685548,no,no
0.466515,0.294124,0.601546,0.692104,0.667333,0.309564,0.877152,0.702307,0.496249,no,no
0.423527,0.29288,0.656719,0.700943,0.710114,0.368824,0.878331,0.688964,0.568242,no,no
0.569959,0.285659,0.637913,0.709782,0.630979,0.369364,0.836715,0.661016,0.492714,no,no
0.409784,0.286248,0.485655,0.736299,0.665022,0.471082,0.836741,0.649904,0.572611,no,no
0.476819,0.289781,0.528624,0.745138,0.649316,0.36393,0.842736,0.609446,0.555767,no,no
0.663898,0.789326,0.825572,0.860636,0.638437,0.25359,0.796726,0.644529,0.375351,no,no
0.64327,0.704388,0.842772,0.848262,0.721708,0.240974,0.747577,0.670855,0.460187,no,no
0.616284,0.6996,0.853414,0.851576,0.784915,0.196625,0.747577,0.661342,0.482971,no,no
0.647937,0.742888,0.783192,0.854891,0.727192,0.261057,0.672801,0.658658,0.477022,no,no
0.625247,0.752798,0.785045,0.858206,0.729653,0.186707,0.644083,0.647911,0.508426,no,no
0.600943,0.731212,0.788409,0.86152,0.705086,0.224069,0.686879,0.638544,0.511376,no,no
0.664771,0.710138,0.770663,0.871464,0.704272,0.285525,0.667446,0.636253,0.508003,no,no
0.695941,0.629864,0.684918,0.874779,0.705428,0.326857,0.641862,0.576061,0.465288,no,no
0.693589,0.734375,0.925041,0.836476,0.447832,0.037419,0.982705,0.550126,0.275405,no,no
0.671897,0.753436,0.938677,0.839423,0.477437,0.050163,0.982122,0.48823,0.315906,no,no
0.634145,0.759306,0.902946,0.842369,0.518921,0.071677,0.976338,0.457372,0.310457,no,no
0.621232,0.734989,0.927898,0.845315,0.35363,0.029632,0.995279,0.491465,0.302485,no,no
0.561701,0.741063,0.860981,0.848262,0.384542,0.056764,0.977735,0.402611,0.304401,no,no
0.616114,0.754272,0.899974,0.851208,0.445906,0.178919,0.979153,0.534885,0.308594,no,no
0.666368,0.762588,0.909563,0.854154,0.362973,0.058314,0.972242,0.535926,0.313014,no,no
0.640343,0.769907,0.901427,0.857101,0.432718,0.093531,0.950489,0.511743,0.339295,no,no
0.719011,0.776958,0.895796,0.860047,0.369474,0.067684,0.971597,0.547814,0.328331,no,no
0.657514,0.781748,0.922516,0.862994,0.545887,0.077114,0.937661,0.503414,0.311512,no,no
0.680396,0.78786,0.934833,0.86815,0.509909,0.064911,0.964261,0.530356,0.268743,no,no
0.740861,0.796954,0.919609,0.873306,0.688363,0.154145,0.795833,0.583547,0.180721,no,no
0.746195,0.804874,0.923605,0.878462,0.621824,0.093168,0.861266,0.481349,0.210376,no,no
0.709864,0.812658,0.908097,0.883618,0.729267,0.078627,0.78823,0.55224,0.310873,no,no
0.758439,0.812578,0.954159,0.888774,0.787129,0.202484,0.837491,0.634965,0.191645,no,no
0.82867,0.821679,0.922057,0.893931,0.632998,0.210126,0.888748,0.692645,0.174581,no,no
0.854348,0.822864,0.933809,0.899087,0.635984,0.142394,0.685379,0.415183,0.078607,no,no
0.782376,0.821063,0.860334,0.904243,0.668106,0.103338,0.755136,0.446148,0.189514,no,no
0.842525,0.992311,0.935736,0.936653,0.939123,0.438366,0.418119,0.758513,0.249713,no,no
0.863204,0.995345,0.953932,0.939599,0.898432,0.409138,0.4094,0.764662,0.214404,no,no
0.86382,0.99342,0.92985,0.942546,0.969153,0.419793,0.372303,0.801493,0.18879,no,no
0.843442,0.992176,0.903263,0.945492,0.909289,0.373004,0.387685,0.77581,0.232651,no,no
0.868185,0.993495,0.906919,0.948438,0.741672,0.264659,0.28016,0.598658,0.164127,no,no
0.832612,0.993873,0.852628,0.951385,0.937652,0.419839,0.349221,0.824986,0.140986,no,no
0.804478,0.993685,0.92921,0.954331,0.930079,0.369465,0.358823,0.779043,0.177395,no,no
0.843923,0.998081,0.939295,0.9547,0.864162,0.337048,0.338726,0.748705,0.176189,no,no
0.85788,0.996256,0.892102,0.955068,0.89119,0.361828,0.31113,0.775998,0.163592,no,no
0.884782,0.99509,0.88783,0.955436,0.866229,0.299715,0.369113,0.760335,0.191617,no,no
0.908734,0.995627,0.900887,0.955804,0.927522,0.277292,0.373809,0.798711,0.207288,no,no
0.8826,0.99704,0.855852,0.956909,0.907425,0.34876,0.326955,0.765665,0.217651,no,no
0.851154,0.995629,0.857536,0.957278,0.901748,0.358946,0.324881,0.811429,0.179718,no,no
0.400507,0.296707,0.636149,0.698586,0.689662,0.286485,0.747577,0.544498,0.126391,no,no
0.498512,0.306811,0.721186,0.705657,0.137585,0.228047,0.778278,0.572797,0.211928,no,no
0.460122,0.289828,0.777454,0.716264,0.419163,0.264192,0.909105,0.478408,0.244574,no,no
0.336814,0.290216,0.58603,0.7198,0.341808,0.270942,0.863212,0.580291,0.178886,no,no
0.376145,0.28957,0.585317,0.723335,0.331955,0.30602,0.878103,0.597689,0.254874,no,no
0.355369,0.29064,0.562485,0.726871,0.397031,0.301463,0.797253,0.656304,0.175998,no,no
0.343033,0.291446,0.551291,0.730407,0.418103,0.284413,0.870978,0.702919,0.230772,no,no
0.353508,0.293609,0.682732,0.73409,0.450991,0.257241,0.874372,0.696712,0.195414,no,no
0.415181,0.29568,0.524438,0.737773,0.451919,0.291513,0.856536,0.741132,0.469727,no,no
0.413989,0.29664,0.576051,0.741456,0.426981,0.326878,0.900715,0.772649,0.449105,no,no
0.453839,0.299553,0.622285,0.745138,0.424421,0.312541,0.722287,0.737666,0.355748,no,no
0.406352,0.29081,0.545643,0.756187,0.390013,0.394168,0.743826,0.720887,0.421917,no,no
0.467778,0.2937,0.611476,0.75987,0.363883,0.41902,0.789316,0.765689,0.492755,no,no
0.378261,0.241987,0.428995,0.56924,0.711926,0.49154,0.676359,0.609887,0.224353,no,no
0.535759,0.252285,0.490103,0.584856,0.900666,0.493429,0.69204,0.727355,0.149195,no,no
0.573933,0.267862,0.645786,0.616087,0.859929,0.468215,0.68953,0.731607,0.076641,no,no
0.395507,0.277144,0.506529,0.647319,0.667431,0.393896,0.862583,0.625447,0.298685,no,no
0.444961,0.275598,0.494659,0.662935,0.54046,0.461717,0.89717,0.76414,0.189315,no,no
0.408719,0.279603,0.441223,0.67855,0.691915,0.374236,0.866456,0.738137,0.265484,no,no
0.487084,0.283968,0.373322,0.694166,0.736534,0.357544,0.83202,0.672363,0.28942,no,no
0.383867,0.283972,0.350619,0.709782,0.757177,0.354637,0.843419,0.600624,0.284677,no,no
0.325813,0.283568,0.39003,0.717885,0.768399,0.362129,0.831595,0.575,0.389163,no,no
0.316963,0.285562,0.431029,0.725987,0.818653,0.322722,0.737744,0.585771,0.368819,no,no
0.304759,0.288185,0.394699,0.73409,0.753906,0.367966,0.770787,0.523981,0.453736,no,no
0.384088,0.292449,0.422511,0.742192,0.708917,0.30076,0.680376,0.479555,0.42683,no,no
0.349381,0.289577,0.434311,0.758397,0.698883,0.313536,0.743693,0.527896,0.390476,no,no
0.307865,0.28691,0.362401,0.7665,0.680785,0.343314,0.759145,0.506244,0.395636,no,no
0.295476,0.284959,0.318306,0.774602,0.673916,0.340306,0.748959,0.484027,0.411127,no,no
0.70209,0.699429,0.840022,0.859753,0.803915,0.515612,0.743187,0.721351,0.257437,no,no
0.735809,0.705824,0.847395,0.860931,0.812981,0.408221,0.805687,0.766772,0.127883,no,no
0.671674,0.710102,0.756915,0.86211,0.728342,0.364987,0.89504,0.778551,0.165647,no,no
0.609029,0.704404,0.742234,0.863288,0.853532,0.314066,0.867964,0.796295,0.129955,no,no
0.638057,0.713192,0.804713,0.864467,0.714634,0.353614,0.852771,0.813936,0.175622,no,no
0.668644,0.718961,0.71425,0.865645,0.808663,0.306837,0.850464,0.860716,0.116005,no,no
0.687629,0.724996,0.80751,0.866824,0.818853,0.339054,0.855858,0.802453,0.151394,no,no
0.666244,0.729874,0.793917,0.868002,0.743859,0.576895,0.759627,0.688558,0.375997,no,no
0.694848,0.736835,0.83629,0.869181,0.766417,0.553188,0.853957,0.754468,0.286493,no,no
0.74816,0.742473,0.776418,0.87036,0.589651,0.536896,0.846654,0.785947,0.371464,no,no
0.602219,0.759615,0.73926,0.869255,0.853834,0.445452,0.905973,0.762248,0.18916,no,no
0.615448,0.764619,0.809196,0.868886,0.908309,0.44145,0.787642,0.788552,0.150091,no,no
0.702458,0.753408,0.749122,0.868518,0.858209,0.418838,0.750782,0.769929,0.3303,no,no
0.701893,0.75654,0.745375,0.86815,0.858873,0.536272,0.774429,0.779761,0.161552,no,no
0.707476,0.768343,0.772562,0.867781,0.962556,0.526686,0.795108,0.834533,0.173593,no,no
0.680775,0.773489,0.724966,0.867413,0.973118,0.474552,0.757788,0.826029,0.180338,no,no
0.581255,0.71008,0.902482,0.928919,0.827689,0.339708,0.747577,0.671196,0.306218,no,no
0.405601,0.330902,0.70199,0.636712,0.431741,0.254955,0.765599,0.807024,0.20234,no,no
0.420531,0.333358,0.682868,0.64673,0.352156,0.312339,0.930716,0.764033,0.131468,no,no
0.400039,0.335698,0.664369,0.651738,0.535774,0.332005,0.826946,0.780339,0.107766,no,no
0.368234,0.338833,0.688561,0.656747,0.688023,0.297173,0.817858,0.83061,0.126926,no,no
0.502483,0.338715,0.74729,0.661756,0.785526,0.227176,0.7287,0.812856,0.078932,no,no
0.44997,0.332603,0.784083,0.666765,0.628792,0.239167,0.792679,0.664558,0.042953,no,no
0.355465,0.331544,0.779151,0.671774,0.576593,0.272855,0.759019,0.763457,0.177154,no,no
0.399759,0.33752,0.810018,0.676783,0.559157,0.288333,0.656837,0.770571,0.165469,no,no
0.489907,0.342142,0.79298,0.681791,0.535692,0.259475,0.806736,0.733566,0.257723,no,no
0.405891,0.346203,0.80097,0.687684,0.617942,0.257361,0.872427,0.794016,0.357902,no,no
0.513617,0.349379,0.675964,0.693577,0.693524,0.25795,0.872773,0.689279,0.498586,no,no
0.465214,0.351758,0.610757,0.69947,0.672373,0.292237,0.7994,0.723284,0.461381,no,no
0.550149,0.35423,0.693351,0.705362,0.584116,0.288705,0.855565,0.662657,0.442271,no,no
0.443507,0.347097,0.447486,0.711255,0.550965,0.260528,0.906507,0.665197,0.573916,no,no
0.420298,0.346851,0.454702,0.717148,0.587266,0.323241,0.913816,0.653735,0.572049,no,no
0.434762,0.347707,0.544584,0.723041,0.77865,0.303634,0.749357,0.676243,0.522517,no,no
0.458424,0.349094,0.543873,0.728933,0.72356,0.284984,0.7958,0.682963,0.388737,no,no
0.748979,0.784826,0.905719,0.935474,0.759541,0.765776,0.747577,0.63402,0.442448,no,no
0.66679,0.792802,0.895904,0.938126,0.758041,0.594293,0.747577,0.631226,0.470474,no,no
0.723314,0.792869,0.914765,0.940778,0.863576,0.603613,0.747577,0.651267,0.413226,no,no
0.69484,0.797971,0.913596,0.94343,0.835524,0.656944,0.747577,0.652488,0.494919,no,no
0.756739,0.804353,0.940574,0.946081,0.899929,0.712163,0.747577,0.638747,0.461237,no,no
0.767454,0.813069,0.939236,0.948733,0.892663,0.707069,0.669193,0.605605,0.433107,no,no
0.791391,0.824108,0.909661,0.951385,0.903551,0.653019,0.663119,0.655099,0.437891,no,no
0.788043,0.825794,0.924948,0.952121,0.908632,0.653053,0.697513,0.661197,0.438539,no,no
0.800633,0.838203,0.934119,0.952858,0.918699,0.561128,0.691184,0.691156,0.353309,no,no
0.83537,0.842215,0.926492,0.953595,0.923585,0.490611,0.590671,0.691421,0.342463,no,no
0.809139,0.846838,0.913368,0.954331,0.919127,0.400957,0.690041,0.656721,0.439826,no,no
0.723626,0.828595,0.934895,0.955068,0.927891,0.321677,0.674447,0.563581,0.52774,no,no
0.766207,0.845736,0.881139,0.955804,0.873026,0.55631,0.756602,0.647605,0.47051,no,no
0.744764,0.854989,0.927205,0.956541,0.804944,0.563756,0.761901,0.698478,0.462068,no,no
0.744113,0.629864,0.900297,0.957278,0.822477,0.326857,0.785624,0.659755,0.448014,no,no
0.425633,0.488156,0.59765,0.733353,0.455275,0.252774,0.581442,0.785014,0.147128,no,no
0.440331,0.483551,0.582295,0.737773,0.482197,0.304383,0.849877,0.806427,0.150115,no,no
0.477786,0.47928,0.77868,0.742192,0.669554,0.35934,0.857625,0.763964,0.140052,no,no
0.518137,0.478814,0.82765,0.746612,0.582168,0.37452,0.730073,0.79221,0.073874,no,no
0.519992,0.480554,0.687711,0.751031,0.44739,0.371554,0.750719,0.78116,0.148147,no,no
0.503429,0.482584,0.70491,0.755451,0.34229,0.301277,0.7086,0.809678,0.130167,no,no
0.43305,0.484488,0.675696,0.75987,0.494795,0.245965,0.675425,0.800089,0.18164,no,no
0.47517,0.486999,0.822736,0.76429,0.317115,0.269358,0.584641,0.800754,0.129798,no,no
0.392034,0.491212,0.851938,0.76871,0.289063,0.374672,0.71741,0.877976,0.178761,no,no
0.473588,0.488953,0.733224,0.772024,0.314794,0.15287,0.850813,0.753948,0.223412,no,no
0.504164,0.494561,0.725845,0.775339,0.395237,0.171966,0.782758,0.641372,0.304871,no,no
0.450059,0.497871,0.755313,0.778654,0.315226,0.209873,0.712316,0.690166,0.310075,no,no
0.426164,0.502012,0.750711,0.781968,0.527436,0.219604,0.746449,0.720131,0.284636,no,no
0.510948,0.500082,0.552949,0.791912,0.522843,0.310887,0.655953,0.640979,0.492942,no,no
0.446858,0.503102,0.497852,0.795227,0.411268,0.344396,0.668525,0.750131,0.396569,no,no
0.622738,0.694563,0.753572,0.836771,0.819014,0.503391,0.856009,0.673333,0.273003,no,no
0.648075,0.710496,0.733218,0.842074,0.787353,0.488751,0.890441,0.797642,0.224591,no,no
0.642468,0.722226,0.800677,0.843474,0.780675,0.453186,0.902313,0.747321,0.26208,no,no
0.726193,0.728361,0.898302,0.843106,0.903722,0.402369,0.825862,0.714641,0.138271,no,no
0.682799,0.734661,0.896589,0.842737,0.843766,0.248364,0.791129,0.754232,0.121019,no,no
0.736145,0.739244,0.902244,0.842369,0.878422,0.268354,0.817446,0.788876,0.107141,no,no
0.702622,0.713578,0.875149,0.842001,0.811621,0.289849,0.776932,0.738828,0.089515,no,no
0.692799,0.718973,0.867172,0.841632,0.758464,0.314353,0.789317,0.69062,0.084886,no,no
0.661836,0.733017,0.867865,0.841264,0.752887,0.286693,0.77394,0.774528,0.137514,no,no
0.664607,0.740953,0.842232,0.840896,0.750919,0.324693,0.773966,0.687984,0.124266,no,no
0.786532,0.69361,0.888641,0.849735,0.7735,0.326857,0.768978,0.829291,0.219032,no,no
0.778327,0.700092,0.857023,0.85386,0.58415,0.22971,0.750448,0.815847,0.26656,no,no
0.823396,0.69988,0.853759,0.855922,0.59346,0.197831,0.790758,0.844969,0.19046,no,no
0.843252,0.689037,0.843079,0.857985,0.600048,0.247429,0.768953,0.829067,0.182252,no,no
0.819441,0.694997,0.85384,0.860047,0.726432,0.273825,0.693713,0.803709,0.213487,no,no
0.835341,0.698526,0.784911,0.86211,0.796784,0.224744,0.698658,0.739506,0.232883,no,no
0.896292,0.702073,0.710109,0.864172,0.739179,0.231035,0.630837,0.770667,0.31418,no,no
0.914453,0.702118,0.699385,0.866235,0.674371,0.161882,0.611288,0.809849,0.225474,no,no
0.801251,0.704669,0.729454,0.868297,0.72777,0.229628,0.62722,0.824331,0.234772,no,no
0.735421,0.70804,0.701329,0.87036,0.648936,0.174272,0.709619,0.748203,0.248372,no,no
0.822674,0.71042,0.87637,0.87036,0.69141,0.173111,0.815736,0.884167,0.220043,no,no
0.761247,0.712064,0.753,0.87036,0.836469,0.126402,0.807629,0.846316,0.238407,no,no
0.781919,0.714047,0.829706,0.87036,0.776744,0.14781,0.815798,0.903078,0.209885,no,no
0.76446,0.712324,0.821298,0.87036,0.891933,0.184518,0.815692,0.885533,0.272164,no,no
0.695041,0.697602,0.725306,0.87036,0.852247,0.204002,0.783657,0.802905,0.335802,no,no
0.698978,0.704194,0.725028,0.87036,0.804435,0.291295,0.748872,0.810787,0.357597,no,no
0.854465,0.708077,0.830091,0.87036,0.835787,0.20811,0.785673,0.906788,0.196689,no,no
0.849621,0.711273,0.843337,0.87036,0.847905,0.207665,0.76014,0.894504,0.241892,no,no
0.567081,0.552181,0.76926,0.777254,0.430951,0.164373,0.939646,0.531228,0.276892,no,no
0.518525,0.557365,0.758733,0.782852,0.61819,0.143861,0.943343,0.48205,0.358243,no,no
0.62655,0.569889,0.847468,0.78845,0.54476,0.268901,0.939233,0.548548,0.32299,no,no
0.634211,0.560032,0.826827,0.794048,0.426169,0.227475,0.938597,0.510909,0.359813,no,no
0.63946,0.571349,0.81525,0.799646,0.489094,0.23739,0.943078,0.546555,0.313231,no,no
0.669519,0.580641,0.84465,0.805245,0.52812,0.243788,0.97191,0.531587,0.324985,no,no
0.699715,0.5797,0.787751,0.810843,0.494291,0.274721,0.970687,0.546204,0.371453,no,no
0.664145,0.593824,0.757009,0.816441,0.567375,0.256221,0.955021,0.523301,0.286026,no,no
0.688041,0.601858,0.759757,0.822039,0.52173,0.213463,0.938329,0.521975,0.284557,no,no
0.702944,0.602554,0.805779,0.827637,0.484809,0.235982,0.957644,0.535115,0.319559,no,no
0.637686,0.611831,0.802375,0.83353,0.434771,0.276522,0.985452,0.578101,0.308456,no,no
0.600247,0.621293,0.793742,0.839423,0.428767,0.271537,0.939939,0.544502,0.284217,no,no
0.653195,0.630647,0.874509,0.845315,0.786817,0.241368,0.942456,0.574945,0.301254,no,no
0.671179,0.638926,0.765288,0.851208,0.733757,0.23378,0.8951,0.597344,0.287663,no,no
0.672393,0.626663,0.850774,0.857101,0.833401,0.270918,0.955872,0.736661,0.297657,no,no
0.694273,0.649107,0.858009,0.862994,0.798414,0.234568,0.885858,0.640552,0.301315,no,no
0.653838,0.640554,0.775254,0.868886,0.793015,0.245648,0.896119,0.529528,0.310084,no,no
0.67087,0.644837,0.808953,0.874779,0.814061,0.176022,0.870025,0.565962,0.270439,no,no
0.493908,0.536805,0.859985,0.733942,0.730676,0.383137,0.930952,0.431832,0.193466,no,no
0.476684,0.548919,0.911441,0.74013,0.337942,0.386861,0.977257,0.475248,0.145879,no,no
0.490415,0.552694,0.890446,0.752504,0.532009,0.416695,0.941241,0.539978,0.108206,no,no
0.556558,0.576158,0.948022,0.758692,0.623674,0.466163,0.945029,0.541602,0.113364,no,no
0.534886,0.592209,0.909333,0.764879,0.607775,0.423305,0.946323,0.490119,0.158123,no,no
0.539008,0.607082,0.930707,0.771067,0.686655,0.451621,0.941543,0.524693,0.154643,no,no
0.525934,0.616162,0.942161,0.777254,0.692389,0.461267,0.921231,0.472098,0.141005,no,no
0.549367,0.616554,0.892219,0.783441,0.604074,0.48727,0.912393,0.502181,0.200877,no,no
0.560391,0.615442,0.9475,0.784915,0.702149,0.407011,0.91264,0.533089,0.142212,no,no
0.601481,0.620831,0.916888,0.786388,0.589695,0.434841,0.875196,0.528974,0.21044,no,no
0.620891,0.629431,0.939629,0.787861,0.617334,0.372484,0.857845,0.490929,0.175529,no,no
0.635478,0.634816,0.945219,0.789334,0.637322,0.463831,0.883861,0.543946,0.135377,no,no
0.702038,0.624144,0.908376,0.790807,0.647648,0.459536,0.85186,0.56172,0.285029,no,no
0.658947,0.624167,0.920663,0.792281,0.579415,0.533323,0.860185,0.540822,0.192562,no,no
0.668861,0.629424,0.952567,0.793754,0.645757,0.529551,0.856216,0.526682,0.202483,no,no
0.637959,0.635316,0.934838,0.795227,0.622175,0.538596,0.881681,0.519768,0.184398,no,no
0.581069,0.678015,0.795155,0.872717,0.374917,0.192523,0.822052,0.506857,0.413464,no,no
0.522405,0.679011,0.774268,0.875074,0.433445,0.223593,0.84728,0.503151,0.546758,no,no
0.619467,0.6831,0.759205,0.876252,0.427814,0.122558,0.76155,0.470364,0.526757,no,no
0.585046,0.688096,0.776438,0.877431,0.419857,0.103601,0.76701,0.469512,0.475005,no,no
0.584394,0.683468,0.626794,0.878609,0.308379,0.135959,0.759285,0.41,0.476872,no,no
0.562965,0.688981,0.668331,0.879788,0.361966,0.151836,0.694219,0.445847,0.399363,no,no
0.593893,0.691699,0.83611,0.880966,0.362495,0.414007,0.773425,0.519487,0.458163,no,no
0.570472,0.69703,0.673687,0.882145,0.469054,0.182472,0.786892,0.504403,0.409265,no,no
0.597061,0.701719,0.839816,0.883618,0.449654,0.236906,0.858335,0.522817,0.408358,no,no
0.64318,0.709196,0.860177,0.885091,0.525324,0.241245,0.75994,0.445889,0.42944,no,no
0.648432,0.71729,0.826954,0.886565,0.526017,0.271896,0.773907,0.494444,0.437722,no,no
0.609225,0.723819,0.794871,0.888038,0.615505,0.219819,0.827779,0.521848,0.455447,no,no
0.659115,0.696989,0.867988,0.889511,0.757791,0.385684,0.853821,0.541465,0.528487,no,no
0.64099,0.727901,0.852615,0.892457,0.726358,0.305397,0.809089,0.433838,0.377034,no,no
0.672597,0.734112,0.823207,0.893931,0.753779,0.263235,0.70713,0.428434,0.377858,no,no
0.460393,0.535776,0.765554,0.821744,0.574201,0.160116,0.912641,0.671196,0.306218,no,no
0.564543,0.542287,0.79719,0.824101,0.463259,0.106268,0.886031,0.721492,0.167904,no,no
0.547428,0.544938,0.589635,0.826458,0.698243,0.136456,0.854082,0.655641,0.319367,no,no
0.573031,0.549271,0.486017,0.828816,0.453613,0.113883,0.776217,0.749624,0.251944,no,no
0.576147,0.556306,0.497546,0.83353,0.640306,0.097192,0.850836,0.592374,0.287957,no,no
0.609267,0.555128,0.562742,0.835003,0.777214,0.088078,0.719517,0.680076,0.197275,no,no
0.59831,0.561181,0.544015,0.836476,0.774178,0.10828,0.849407,0.456539,0.38591,no,no
0.536613,0.564241,0.428838,0.837949,0.719905,0.090302,0.852224,0.56164,0.53589,no,no
0.560355,0.567147,0.403868,0.839423,0.698194,0.080212,0.761192,0.505183,0.526129,no,no
0.522636,0.553281,0.427205,0.840896,0.780436,0.097549,0.809577,0.523965,0.279317,no,no
0.600353,0.563965,0.364033,0.842369,0.704878,0.130123,0.825005,0.533007,0.415068,no,no
0.491984,0.564028,0.441772,0.843842,0.748344,0.079685,0.808942,0.559079,0.533051,no,no
0.47572,0.566404,0.357386,0.845315,0.782822,0.236589,0.8396,0.524787,0.534357,no,no
0.491804,0.20573,0.857009,0.561285,0.602275,0.360516,0.762386,0.601116,0.392514,no,no
0.527091,0.213623,0.684292,0.567472,0.54799,0.391878,0.863661,0.635795,0.253318,no,no
0.500517,0.220847,0.694701,0.573659,0.378049,0.326284,0.874545,0.613271,0.316489,no,no
0.547644,0.239028,0.776429,0.592222,0.542896,0.297554,0.720997,0.548017,0.258388,no,no
0.485108,0.263722,0.576506,0.616971,0.772818,0.406903,0.629036,0.541009,0.413036,no,no
0.445049,0.265663,0.593111,0.63023,0.785292,0.292991,0.682339,0.657179,0.434893,no,no
