@relation 'World Happiness Report 2024-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-R3-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 'Life Ladder' numeric
@attribute 'Log GDP per capita' numeric
@attribute 'Social support' numeric
@attribute 'Healthy life expectancy at birth' numeric
@attribute 'Freedom to make life choices' numeric
@attribute Generosity numeric
@attribute 'Perceptions of corruption' numeric
@attribute 'Positive affect' numeric
@attribute 'Negative affect' numeric
@attribute Outlier {no,yes}
@attribute ExtremeValue {no,yes}

@data
0.564988,0.61471,0.909838,0.863877,0.832289,0.358144,0.758937,0.785629,0.308114,no,no
0.563999,0.62429,0.815843,0.860342,0.86929,0.31446,0.776704,0.771496,0.285215,no,no
0.528527,0.627352,0.819258,0.856806,0.818912,0.278429,0.73032,0.674052,0.396685,no,no
0.615991,0.626761,0.856174,0.85327,0.838549,0.27102,0.812921,0.751752,0.316878,no,no
0.512604,0.63765,0.83221,0.849735,0.78692,0.249879,0.785319,0.748885,0.319944,no,no
0.610785,0.640552,0.848171,0.846199,0.818725,0.335395,0.794298,0.79353,0.349122,no,no
0.515318,0.642838,0.857487,0.842664,0.808359,0.262609,0.730006,0.774664,0.344625,no,no
0.554234,0.648547,0.856553,0.839128,0.872355,0.341941,0.755795,0.833599,0.341551,no,no
0.609419,0.657637,0.872544,0.835592,0.893505,0.30244,0.764521,0.84233,0.34954,no,no
0.561113,0.666584,0.875981,0.832057,0.829361,0.259188,0.759526,0.732934,0.341747,no,no
0.587359,0.675177,0.878031,0.835003,0.851409,0.245007,0.74043,0.775287,0.314155,no,no
0.641755,0.680756,0.877523,0.837949,0.828481,0.205247,0.765013,0.753681,0.308769,no,no
0.616229,0.689936,0.834867,0.840896,0.843388,0.177501,0.766894,0.76697,0.335555,no,no
0.70098,0.696204,0.863984,0.843842,0.85761,0.204089,0.749324,0.806189,0.291576,no,no
0.576927,0.683139,0.76127,0.846788,0.80111,0.203402,0.633828,0.773069,0.371778,no,no
0.704883,0.700226,0.828439,0.849735,0.833765,0.241678,0.677381,0.787247,0.309931,no,no
0.628875,0.706326,0.780114,0.852681,0.825763,0.244214,0.654775,0.77245,0.358732,no,no
0.688665,0.711295,0.832584,0.855628,0.843506,0.224039,0.666925,0.782419,0.277932,no,no
0.555522,0.595661,0.898363,0.850324,0.585001,0.233796,0.912888,0.860779,0.440797,no,no
0.551319,0.59639,0.804401,0.855333,0.583374,0.260492,0.837962,0.885964,0.327099,no,no
0.59594,0.603642,0.791933,0.860342,0.544364,0.230434,0.808012,0.897424,0.322307,no,no
0.703587,0.601825,0.726073,0.865351,0.671945,0.217246,0.779584,0.8757,0.278572,no,no
0.676315,0.604759,0.804955,0.87036,0.65371,0.260455,0.812634,0.840116,0.220754,no,no
0.669938,0.614406,0.776991,0.875368,0.739889,0.17214,0.702893,0.889768,0.302243,no,no
0.69452,0.620726,0.733717,0.880377,0.788734,0.240801,0.732831,0.833993,0.402944,no,no
0.703202,0.626086,0.75486,0.885386,0.737897,0.138054,0.644093,0.915298,0.295515,no,no
0.692314,0.629721,0.794,0.890395,0.648459,0.160467,0.660006,0.938963,0.358696,no,no
0.695019,0.627475,0.826835,0.895404,0.75649,0.21166,0.665166,0.904783,0.38628,no,no
0.717484,0.62304,0.809002,0.899087,0.81656,0.306495,0.779352,0.891111,0.454303,no,no
0.676532,0.62432,0.817683,0.90277,0.859885,0.160256,0.736638,0.87174,0.372446,no,no
0.71935,0.623328,0.820849,0.906453,0.846984,0.225654,0.839114,0.906107,0.394682,no,no
0.672022,0.620243,0.76439,0.910136,0.794413,0.210774,0.848345,0.810539,0.467669,no,no
0.604541,0.604777,0.758492,0.913819,0.79301,0.170119,0.864467,0.817489,0.535965,no,no
0.616475,0.609601,0.734153,0.917501,0.783119,0.244422,0.779799,0.7987,0.51529,no,no
0.683599,0.612478,0.786328,0.921184,0.700624,0.247145,0.876079,0.848516,0.439337,no,no
0.678348,0.614832,0.729897,0.924867,0.663823,0.224556,0.848355,0.828923,0.444254,no,no
0.57683,0.571673,0.816235,0.805539,0.778279,0.326857,0.747577,0.723469,0.422637,no,no
0.632154,0.587236,0.602859,0.807307,0.503088,0.20528,0.747577,0.597163,0.438385,no,no
0.497275,0.595292,0.672018,0.808191,0.689662,0.237587,0.926552,0.636529,0.351017,no,no
0.561752,0.599539,0.67968,0.809075,0.505738,0.225598,0.8076,0.524808,0.412871,no,no
0.502792,0.604405,0.711947,0.809959,0.340845,0.248613,0.834464,0.44267,0.311342,no,no
0.429361,0.603659,0.691818,0.810843,0.477273,0.175796,0.868492,0.393654,0.43528,no,no
0.433813,0.603562,0.669754,0.811727,0.294952,0.188913,0.891472,0.396715,0.507654,no,no
0.337988,0.603312,0.588797,0.812611,0.324324,0.185652,0.926116,0.437104,0.644272,no,no
0.534874,0.604174,0.514188,0.813494,0.461947,0.200008,0.753044,0.423292,0.393362,no,no
0.516688,0.607547,0.660664,0.814378,0.569393,0.236402,0.684859,0.532955,0.42067,no,no
0.486143,0.611074,0.765355,0.818061,0.564879,0.185464,0.825174,0.509488,0.462748,no,no
0.393025,0.614499,0.540107,0.821744,0.481193,0.174886,0.747577,0.396657,0.533497,no,no
0.404321,0.619858,0.69897,0.825427,0.598979,0.114091,0.747577,0.323142,0.325554,no,no
0.452169,0.625728,0.716497,0.82911,0.720923,0.130031,0.747577,0.342544,0.369905,no,no
0.473625,0.628583,0.585552,0.832793,0.715109,0.212623,0.747577,0.517334,0.577784,no,no
0.407334,0.631151,0.643905,0.836476,0.629087,0.102974,0.575117,0.295826,0.389502,no,no
0.407009,0.638975,0.71266,0.840159,0.66619,0.120881,0.747577,0.435278,0.360654,no,no
0.385797,0.642862,0.660567,0.843842,0.524576,0.124427,0.747577,0.364653,0.433532,no,no
0.655963,0.546133,0.8565,0.860342,0.600743,0.267149,0.813644,0.899287,0.241141,no,no
0.595795,0.548866,0.643648,0.85769,0.54254,0.306264,0.790969,0.928249,0.221052,no,no
0.580353,0.551651,0.683936,0.855038,0.538195,0.245665,0.73784,0.920244,0.240229,no,no
0.824888,0.547605,0.666418,0.852387,0.584813,0.221201,0.645864,0.94018,0.25809,no,no
0.810168,0.550389,0.696112,0.849735,0.582706,0.25925,0.695072,0.913675,0.352896,no,no
0.513535,0.555846,0.662684,0.847083,0.68564,0.199076,0.708122,0.924019,0.407789,no,no
0.69061,0.55974,0.761135,0.844431,0.60042,0.171624,0.792231,0.858251,0.454262,no,no
0.748597,0.562694,0.788593,0.84178,0.64379,0.176599,0.776891,0.882818,0.377484,no,no
0.679056,0.564822,0.750066,0.839128,0.726292,0.133735,0.787131,0.882942,0.397383,no,no
0.703096,0.568116,0.741034,0.836476,0.667288,0.170141,0.81148,0.904315,0.40188,no,no
0.721104,0.571687,0.74486,0.841632,0.755137,0.142387,0.803852,0.799662,0.422929,no,no
0.750712,0.574883,0.791351,0.846788,0.69962,0.154724,0.783217,0.882082,0.298642,no,no
0.73615,0.578508,0.779953,0.851945,0.839018,0.228214,0.807425,0.905526,0.300471,no,no
0.767855,0.582353,0.706303,0.857101,0.85759,0.214786,0.681778,0.918882,0.303509,no,no
0.62049,0.568684,0.615717,0.862257,0.919098,0.199435,0.577841,0.896325,0.396722,no,no
0.764386,0.585364,0.748082,0.867413,0.907153,0.245191,0.662488,0.918056,0.333262,no,no
0.773396,0.588967,0.716829,0.872569,0.906042,0.215305,0.617987,0.913635,0.343441,no,no
0.771866,0.592105,0.679397,0.877725,0.942981,0.22692,0.485601,0.898306,0.378388,no,no
0.607003,0.771187,0.8982,0.870065,0.687398,0.067254,0.80323,0.581995,0.213054,no,no
0.601213,0.78381,0.879188,0.87419,0.639232,0.084568,0.746246,0.581279,0.150348,no,no
0.619008,0.775678,0.889851,0.878315,0.547016,0.111945,0.661941,0.589937,0.217216,no,no
0.572375,0.750269,0.850395,0.88244,0.505245,0.100273,0.799463,0.58421,0.257839,no,no
0.624185,0.766464,0.896419,0.890689,0.669758,0.159841,0.68727,0.655574,0.196866,no,no
0.605946,0.772213,0.871051,0.894814,0.619024,0.13698,0.799148,0.635954,0.186909,no,no
0.606468,0.775147,0.885893,0.898939,0.69398,0.128257,0.72901,0.669258,0.186992,no,no
0.63445,0.780399,0.90747,0.903064,0.720099,0.174254,0.651053,0.625422,0.194101,no,no
0.645274,0.783278,0.908561,0.907189,0.774751,0.163933,0.562756,0.666807,0.160742,no,no
0.648356,0.788283,0.934624,0.910504,0.811849,0.177655,0.63696,0.678213,0.151374,no,no
0.691208,0.797243,0.931952,0.913819,0.836924,0.224212,0.667882,0.796382,0.12451,no,no
0.713902,0.802718,0.92801,0.917133,0.86846,0.185667,0.617544,0.78243,0.129364,no,no
0.705492,0.808085,0.929815,0.920448,0.869631,0.229961,0.57016,0.794015,0.118263,no,no
0.76752,0.806865,0.961043,0.923763,0.959072,0.23983,0.382497,0.827024,0.168758,no,no
0.782563,0.819229,0.94536,0.927077,0.921573,0.370571,0.428475,0.825489,0.150391,no,no
0.753354,0.81544,0.928851,0.930392,0.892681,0.457714,0.37455,0.834498,0.167361,no,no
0.764152,0.811532,0.961571,0.933707,0.906716,0.35708,0.314882,0.831579,0.1601,no,no
0.532205,0.548939,0.802149,0.527107,0.500552,0.259895,0.930358,0.819469,0.270669,no,no
0.434912,0.569628,0.725904,0.627283,0.636395,0.151891,0.693132,0.795501,0.272737,no,no
0.462303,0.572666,0.699331,0.639069,0.486712,0.139396,0.726005,0.775818,0.316567,no,no
0.3296,0.584298,0.637642,0.674425,0.410049,0.183308,0.779019,0.683994,0.499759,no,no
0.4868,0.280609,0.567201,0.730701,0.724038,0.281166,0.747577,0.534765,0.087527,no,no
0.469533,0.292496,0.49302,0.740424,0.632197,0.315737,0.754453,0.555111,0.21004,no,no
0.478708,0.303977,0.543039,0.750147,0.614708,0.400327,0.703109,0.659521,0.353977,no,no
0.488579,0.315673,0.52347,0.75987,0.758831,0.431512,0.560955,0.630865,0.247474,no,no
0.447719,0.325917,0.64614,0.765763,0.681758,0.36002,0.704249,0.636099,0.275312,no,no
0.430274,0.336346,0.665663,0.771656,0.645812,0.324401,0.761225,0.476007,0.356514,no,no
0.459802,0.342722,0.674377,0.777549,0.67652,0.361027,0.806124,0.543079,0.303958,no,no
0.418288,0.351466,0.684788,0.783441,0.693923,0.373647,0.7348,0.483082,0.321622,no,no
0.485027,0.356716,0.783691,0.789334,0.713978,0.502626,0.789623,0.618284,0.271411,no,no
0.348311,0.365697,0.674394,0.80112,0.588415,0.669929,0.799414,0.541011,0.405283,no,no
0.417263,0.371175,0.582423,0.807012,0.532247,0.530634,0.807193,0.510186,0.347712,no,no
0.948575,0.848709,0.969991,0.913377,0.978071,0.316591,0.102557,0.715102,0.143759,yes,no
0.948304,0.856928,0.952572,0.919859,0.932619,0.347571,0.191302,0.727327,0.097775,no,no
0.907138,0.846814,0.931682,0.926341,0.908613,0.408681,0.397982,0.821908,0.191939,no,no
0.901344,0.850152,0.934811,0.929582,0.935618,0.418623,0.29997,0.752059,0.196995,no,no
0.911138,0.847089,0.921483,0.932823,0.915165,0.319945,0.343364,0.799415,0.191231,no,no
0.914763,0.844867,0.938779,0.936064,0.91207,0.359045,0.285391,0.812767,0.180003,no,no
0.905848,0.843599,0.953464,0.939305,0.93112,0.320213,0.242893,0.833847,0.186663,no,no
0.915251,0.843945,0.94791,0.942546,0.926916,0.428043,0.198477,0.791173,0.17419,no,no
0.946704,0.847987,0.955998,0.943651,0.951372,0.295126,0.226207,0.837121,0.159622,no,no
0.965762,0.852716,0.969021,0.944755,0.96964,0.318768,0.165825,0.818747,0.150082,yes,no
0.97613,0.854344,0.966819,0.94586,0.937413,0.198567,0.172356,0.80877,0.159272,no,no
0.964589,0.856144,0.93423,0.946965,0.950374,0.271412,0.168911,0.785293,0.157587,no,no
0.980767,0.852035,0.966115,0.94807,0.969937,0.208716,0.135472,0.807511,0.177149,yes,no
0.966671,0.856578,0.977534,0.949175,0.970949,0.289088,0.16513,0.812722,0.149089,yes,no
0.956968,0.859467,0.982943,0.95028,0.964897,0.423587,0.163498,0.798122,0.174858,yes,no
0.952505,0.858976,0.946677,0.951385,0.944826,0.325678,0.158248,0.763292,0.144879,yes,no
0.862632,0.831055,0.93808,0.942546,0.880617,0.326857,0.688396,0.712915,0.228924,no,no
0.786835,0.833862,0.94281,0.944019,0.740966,0.44262,0.70044,0.731318,0.33118,no,no
0.849967,0.836263,0.93151,0.946965,0.799372,0.29146,0.668382,0.742849,0.318214,no,no
0.742428,0.830688,0.908862,0.948438,0.752979,0.24251,0.652868,0.726779,0.354794,no,no
0.818775,0.833026,0.941527,0.949912,0.821007,0.221701,0.619945,0.780594,0.28597,no,no
0.842713,0.835769,0.912982,0.951385,0.89191,0.222723,0.623816,0.765545,0.318818,no,no
0.796729,0.83549,0.933811,0.952858,0.809933,0.177859,0.604072,0.747234,0.27378,no,no
0.799365,0.835584,0.895073,0.954331,0.858125,0.201486,0.700229,0.797786,0.196562,no,no
0.769643,0.836371,0.855309,0.955804,0.75993,0.207657,0.654418,0.82274,0.214129,no,no
0.753429,0.837592,0.879303,0.957278,0.777848,0.187278,0.638559,0.796851,0.213336,no,no
0.770881,0.838935,0.865081,0.958751,0.737874,0.233453,0.619674,0.760678,0.301196,no,no
0.79463,0.842148,0.92643,0.960224,0.800116,0.202566,0.597301,0.761913,0.256085,no,no
0.799184,0.84457,0.913215,0.961697,0.776977,0.188757,0.576511,0.747016,0.32116,no,no
0.802708,0.846985,0.961804,0.96317,0.791331,0.193196,0.562268,0.72933,0.269644,no,no
0.806339,0.833363,0.947322,0.964643,0.786238,0.157858,0.558438,0.724759,0.238342,no,no
0.797745,0.843658,0.904171,0.966117,0.804116,0.226596,0.554401,0.717632,0.298592,no,no
0.791452,0.847327,0.839514,0.96759,0.753027,0.301014,0.524829,0.722724,0.266923,no,no
0.783009,0.848131,0.818512,0.969063,0.723001,0.335948,0.55121,0.705138,0.233599,no,no
0.441419,0.655477,0.559175,0.7033,0.718176,0.121374,0.860301,0.547086,0.291417,no,no
0.399365,0.658013,0.669031,0.710077,0.446129,0.136932,0.817361,0.460719,0.294292,no,no
0.373871,0.661234,0.665595,0.716853,0.600083,0.18438,0.786054,0.48199,0.328631,no,no
0.391353,0.662671,0.790883,0.72363,0.499834,0.133755,0.787341,0.50263,0.338192,no,no
0.501619,0.663839,0.695069,0.730407,0.5853,0.137808,0.877121,0.597073,0.464611,no,no
0.526962,0.662645,0.72693,0.735194,0.62182,0.127568,0.824157,0.633163,0.5623,no,no
0.519633,0.659255,0.762355,0.739982,0.560274,0.104309,0.878733,0.651467,0.584362,no,no
0.519726,0.656723,0.733225,0.74477,0.6485,0.134101,0.830802,0.617178,0.538591,no,no
0.539226,0.659254,0.70454,0.749558,0.671244,0.128241,0.855474,0.652037,0.531033,no,no
0.535093,0.652666,0.623085,0.754346,0.396463,0.139855,0.794778,0.551657,0.535978,no,no
0.563126,0.651624,0.692447,0.759134,0.621971,0.127247,0.770726,0.625971,0.448968,no,no
0.572636,0.653202,0.720605,0.763922,0.622261,0.165984,0.809614,0.683797,0.532147,no,no
0.567386,0.654913,0.667021,0.76871,0.652747,0.173156,0.829396,0.625507,0.548208,no,no
0.421017,0.331283,0.617531,0.73188,0.771625,0.433607,0.565795,0.839233,0.312791,no,no
0.54037,0.338348,0.601458,0.736299,0.647962,0.749829,0.691791,0.822736,0.476754,no,no
0.576217,0.343964,0.613406,0.740719,0.592295,0.720575,0.804691,0.764874,0.511353,no,no
0.444987,0.347233,0.473543,0.753978,0.48989,0.672984,0.895026,0.771283,0.571073,no,no
0.506035,0.351244,0.557386,0.758397,0.658294,0.740742,0.861822,0.766794,0.334754,no,no
0.355292,0.563794,0.551185,0.83353,0.42846,0.064466,0.755988,0.246581,0.300146,no,no
0.360054,0.583912,0.421737,0.835003,0.311043,0.064792,0.698405,0.244176,0.246216,no,no
0.426679,0.588292,0.499647,0.836476,0.509589,0.1056,0.488147,0.272653,0.287481,no,no
0.373923,0.583689,0.41534,0.837949,0.352783,0.097638,0.526737,0.301357,0.256674,no,no
0.418627,0.594734,0.411225,0.839423,0.435417,0.08313,0.447788,0.316206,0.256973,no,no
0.433646,0.607649,0.36189,0.840896,0.533988,0.07613,0.335572,0.343959,0.263782,no,no
0.441277,0.618888,0.400947,0.842369,0.568683,0.062536,0.301336,0.375479,0.269117,no,no
0.455299,0.625163,0.43596,0.843842,0.652453,0.076864,0.330685,0.408962,0.188421,no,no
0.446184,0.632139,0.434977,0.845315,0.649353,0.097164,0.401156,0.396232,0.19553,no,no
0.42161,0.636725,0.380904,0.846788,0.543872,0.124258,0.492806,0.381479,0.241947,no,no
0.470061,0.641287,0.402035,0.84863,0.499642,0.081543,0.554518,0.419989,0.225918,no,no
0.470416,0.648956,0.47723,0.850471,0.782965,0.086615,0.584798,0.449742,0.204072,no,no
0.501335,0.656711,0.512433,0.852313,0.722499,0.097355,0.759068,0.425963,0.258971,no,no
0.535878,0.664898,0.588517,0.854154,0.769257,0.071462,0.645543,0.459697,0.25886,no,no
0.570208,0.653402,0.645648,0.855996,0.708241,0.110222,0.577523,0.558675,0.340555,no,no
0.538763,0.670207,0.58287,0.857837,0.725033,0.047959,0.725899,0.469344,0.252964,no,no
0.595382,0.685697,0.693262,0.859679,0.782957,0.081452,0.653927,0.460388,0.242159,no,no
0.603973,0.692537,0.7256,0.86152,0.856996,0.068651,0.707417,0.514969,0.238497,no,no
0.792304,0.839841,0.968578,0.93076,0.81694,0.326857,0.786653,0.717863,0.184168,no,no
0.762215,0.851103,0.91911,0.931349,0.7565,0.481633,0.798438,0.664153,0.238119,no,no
0.777795,0.852966,0.915518,0.931644,0.709833,0.326857,0.762667,0.699936,0.220733,no,no
0.795561,0.843844,0.930761,0.931939,0.813189,0.443312,0.69059,0.717288,0.198934,no,no
0.807885,0.850753,0.936724,0.932233,0.811698,0.412405,0.688559,0.735979,0.160178,no,no
0.792566,0.860029,0.947167,0.932528,0.895776,0.352526,0.677132,0.719221,0.132608,no,no
0.804595,0.860403,0.919728,0.932823,0.893328,0.389181,0.67931,0.738134,0.139646,no,no
0.843594,0.860669,0.926333,0.933117,0.879948,0.344221,0.559655,0.72974,0.196604,no,no
0.846427,0.863546,0.934419,0.933412,0.885722,0.405403,0.462784,0.794744,0.169024,no,no
0.854282,0.864546,0.919091,0.933707,0.873495,0.491932,0.397615,0.771248,0.192921,no,no
0.830034,0.86682,0.892884,0.936653,0.848505,0.463698,0.433218,0.752788,0.168075,no,no
0.859802,0.870514,0.874622,0.939599,0.80915,0.460516,0.39957,0.749578,0.182837,no,no
0.866338,0.871613,0.910976,0.942546,0.856925,0.35388,0.485694,0.796493,0.258064,no,no
0.854035,0.872956,0.866062,0.945492,0.867315,0.375788,0.450445,0.757166,0.230656,no,no
0.895062,0.866697,0.891635,0.948438,0.840368,0.261597,0.410189,0.737023,0.198102,no,no
0.812337,0.870845,0.842238,0.951385,0.726854,0.397669,0.403325,0.744213,0.270897,no,no
0.790621,0.872004,0.905766,0.954331,0.881149,0.403706,0.402266,0.694126,0.19011,no,no
0.817972,0.870265,0.878135,0.957278,0.814448,0.428974,0.44826,0.74843,0.238801,no,no
0.482919,0.413132,0.658721,0.675015,0.820454,0.527254,0.821528,0.650468,0.184722,no,no
0.584606,0.415815,0.660536,0.681497,0.875773,0.454631,0.776297,0.680448,0.215314,no,no
0.546757,0.42587,0.519068,0.687979,0.805554,0.43738,0.873,0.703058,0.143617,no,no
0.432854,0.42944,0.533482,0.694461,0.699158,0.32714,0.90134,0.759139,0.184695,no,no
0.493492,0.437788,0.672275,0.700943,0.875742,0.393015,0.885635,0.730169,0.163048,no,no
0.6422,0.4552,0.653488,0.707425,0.823906,0.332255,0.796608,0.679342,0.203385,no,no
0.56043,0.465649,0.601869,0.713907,0.596025,0.360586,0.909881,0.75226,0.111987,no,no
0.546745,0.473139,0.590247,0.720389,0.74714,0.259199,0.891256,0.682962,0.205968,no,no
0.382786,0.473803,0.557551,0.726871,0.592719,0.323374,0.92554,0.713514,0.317735,no,no
0.401422,0.473371,0.604947,0.733353,0.824064,0.285534,0.960088,0.703702,0.293545,no,no
0.479861,0.474962,0.552064,0.738877,0.690822,0.408749,0.905788,0.681195,0.357276,no,no
0.623367,0.484038,0.580791,0.744402,0.73294,0.398294,0.847411,0.76047,0.264986,no,no
0.55248,0.490369,0.701464,0.749926,0.777378,0.382356,0.855552,0.761932,0.268977,no,no
0.547005,0.497225,0.682404,0.755451,0.738755,0.434042,0.866456,0.660947,0.301041,no,no
0.599349,0.494698,0.546004,0.760975,0.786679,0.515165,0.856287,0.703555,0.273363,no,no
0.459607,0.499919,0.532866,0.7665,0.663204,0.427932,0.899264,0.579975,0.341516,no,no
0.431839,0.501951,0.526848,0.772024,0.737424,0.436913,0.921539,0.626364,0.335714,no,no
0.447808,0.501368,0.570721,0.777549,0.800411,0.416411,0.903875,0.651138,0.275238,no,no
0.701287,0.801272,0.801345,0.926341,0.668366,0.326857,0.870567,0.594296,0.290915,no,no
0.796373,0.81455,0.763754,0.928698,0.458473,0.13838,0.853699,0.638997,0.223537,no,no
0.706076,0.805996,0.744409,0.931055,0.283807,0.039569,0.97415,0.617811,0.274748,no,no
0.676538,0.796623,0.843345,0.932233,0.337981,0.03013,0.969241,0.570271,0.335738,no,no
0.607149,0.779459,0.821125,0.933412,0.396134,0.017883,0.95557,0.529451,0.38603,no,no
0.566232,0.768384,0.769205,0.934591,0.190664,0.028842,0.974298,0.518695,0.432207,no,no
0.510411,0.765419,0.603895,0.935769,0.261159,0.059963,0.955736,0.556195,0.642349,no,no
0.515752,0.767275,0.795804,0.936948,0.186101,0.044851,0.944032,0.593343,0.486765,no,no
0.644325,0.768027,0.799086,0.938126,0.400904,0.060034,0.831959,0.649502,0.313057,no,no
0.596846,0.767909,0.756644,0.939968,0.334686,0.071612,0.91055,0.58882,0.407605,no,no
0.573933,0.769997,0.691166,0.941809,0.277455,0.043119,0.882882,0.478249,0.402175,no,no
0.612678,0.773018,0.74465,0.943651,0.444134,0,0.870292,0.545965,0.277026,no,no
0.69325,0.776226,0.872835,0.945492,0.509043,0.044635,0.85732,0.540474,0.246376,no,no
0.668829,0.761229,0.724938,0.947334,0.444343,0.089867,0.769058,0.639273,0.384251,no,no
0.715818,0.775273,0.819507,0.949175,0.456783,0.172107,0.755865,0.631007,0.366831,no,no
0.685577,0.785763,0.852422,0.951017,0.441624,0.020725,0.885041,0.581443,0.160773,no,no
0.670083,0.790373,0.777491,0.952858,0.476724,0.112348,0.812364,0.608845,0.367573,no,no
0.685721,0.540423,0.793313,0.769888,0.574837,0.487264,0.70764,0.866235,0.328607,no,no
0.749267,0.547203,0.840677,0.774013,0.527544,0.452187,0.816963,0.866639,0.227775,no,no
0.76187,0.549339,0.839634,0.778138,0.530933,0.519262,0.802769,0.88179,0.242661,no,no
0.767424,0.547053,0.797757,0.782263,0.548541,0.510663,0.759106,0.901044,0.252479,no,no
0.743355,0.548691,0.831002,0.786388,0.617752,0.481481,0.801239,0.8881,0.245848,no,no
0.66226,0.552366,0.711206,0.790513,0.706406,0.330044,0.873179,0.869858,0.332267,no,no
0.678937,0.554243,0.756043,0.794638,0.841842,0.341001,0.828757,0.89337,0.428828,no,no
0.698066,0.557286,0.79227,0.798763,0.866329,0.364726,0.824375,0.912914,0.401682,no,no
0.779908,0.561545,0.797967,0.802887,0.812679,0.424956,0.811394,0.903409,0.357605,no,no
0.769364,0.565317,0.783296,0.807012,0.846028,0.370837,0.829528,0.918457,0.366352,no,no
0.753621,0.566918,0.768012,0.809959,0.838148,0.332499,0.819376,0.903349,0.383725,no,no
0.748605,0.569204,0.78811,0.812905,0.906648,0.265099,0.806421,0.908122,0.362384,no,no
0.793349,0.57205,0.807362,0.815851,0.900063,0.311609,0.770249,0.9203,0.288934,no,no
0.739263,0.575919,0.71906,0.818798,0.888355,0.261215,0.777763,0.909287,0.36673,no,no
0.722663,0.58484,0.761137,0.827637,0.829517,0.268622,0.843996,0.930884,0.290155,no,no
0.762879,0.587661,0.748197,0.830583,0.851894,0.279561,0.819381,0.942615,0.353609,no,no
0.410127,0.330079,0.48773,0.652622,0.751152,0.36179,0.746835,0.696626,0.28527,no,no
0.351796,0.335443,0.413736,0.65439,0.55212,0.323718,0.800833,0.678535,0.324573,no,no
0.388936,0.337764,0.446104,0.656158,0.613621,0.410487,0.823016,0.605441,0.426661,no,no
0.316313,0.33963,0.539431,0.657926,0.601494,0.328821,0.706744,0.659141,0.431819,no,no
0.329999,0.34159,0.461903,0.659694,0.578234,0.329393,0.766766,0.68003,0.297505,no,no
0.344568,0.354088,0.589138,0.666323,0.657153,0.268839,0.80962,0.7056,0.469013,no,no
0.53319,0.365862,0.534573,0.672952,0.673705,0.359295,0.753976,0.742021,0.546309,no,no
0.589367,0.371767,0.529841,0.679582,0.664383,0.411135,0.783897,0.778181,0.575219,no,no
0.517451,0.376528,0.562366,0.686211,0.611854,0.415498,0.75984,0.696285,0.628206,no,no
0.547801,0.380253,0.663541,0.69284,0.488596,0.399064,0.796627,0.748497,0.423388,no,no
0.5437,0.3825,0.525633,0.69947,0.591891,0.477922,0.7893,0.699348,0.591362,no,no
0.599054,0.386081,0.466062,0.706099,0.66184,0.457443,0.775413,0.737918,0.658676,no,no
0.526282,0.391173,0.459386,0.712728,0.680272,0.506476,0.796752,0.671298,0.69603,no,no
0.699286,0.579263,0.81745,0.729523,0.615298,0.40569,0.844204,0.825524,0.343623,no,no
0.367024,0.398404,0.613315,0,0.292219,0.668397,0.863124,0.573734,0.401067,yes,no
0.380704,0.404816,0.593948,0.156747,0.312692,0.531756,0.818984,0.558588,0.278261,yes,no
0.368782,0.400179,0.429195,0.313494,0.191101,0.487805,0.857323,0.448678,0.337411,yes,no
0.528863,0.406435,0.446331,0.391868,0.243483,0.513817,0.682182,0.526993,0.260703,no,no
0.46488,0.40475,0.685585,0.470242,0.335834,0.5602,0.719317,0.535968,0.323339,no,no
0.495823,0.409198,0.553444,0.548615,0.50485,0.560504,0.668487,0.495764,0.392245,no,no
0.387005,0.411445,0.429351,0.626989,0.370608,0.556043,0.709143,0.559725,0.393134,no,no
0.339657,0.411364,0.442749,0.705362,0.2246,0.576288,0.782853,0.594169,0.401707,no,no
0.307381,0.411991,0.468335,0.709782,0.099408,0.562023,0.84732,0.501375,0.457671,no,no
0.37737,0.413767,0.551644,0.714202,0.338401,0.647482,0.64551,0.555159,0.384264,no,no
0.34636,0.414243,0.408046,0.718621,0.479824,0.686415,0.722775,0.570153,0.443808,no,no
0.610783,0.475093,0.927987,0.830583,0.557492,0.408419,0.85261,0.934132,0.116968,no,no
0.566351,0.481137,0.778067,0.827637,0.591021,0.544289,0.834084,0.756394,0.186609,no,no
0.614317,0.484279,0.790328,0.824691,0.605884,0.537365,0.873371,0.766372,0.197984,no,no
0.705277,0.476789,0.784782,0.821744,0.571958,0.436839,0.866528,0.802858,0.287154,no,no
0.680482,0.479371,0.757083,0.818798,0.551249,0.424177,0.827719,0.803899,0.28497,no,no
0.546148,0.482223,0.708031,0.815851,0.733366,0.414649,0.895248,0.820077,0.361394,no,no
0.492893,0.48563,0.725805,0.812905,0.623815,0.319728,0.882036,0.8762,0.339074,no,no
0.509388,0.487025,0.742621,0.809959,0.621104,0.296679,0.878094,0.87427,0.322495,no,no
0.560202,0.488917,0.740321,0.807012,0.61791,0.337434,0.842918,0.872955,0.348397,no,no
0.528991,0.492103,0.716822,0.804066,0.403971,0.229783,0.857403,0.923058,0.366693,no,no
